# N,K0,Re,CFL,VISC,STEPS,PALIN,SIG,TIME,DT,MINUTES,FPS,U,L,TAU_L,T_OVER_TAU_L,E(J),TS,AVERAGE_KIND,SPECTRUM_SAMPLES,T_START,T_END,TOTAL_DT,FIRST_STEP,LAST_STEP
# 8192,10,895834.1375582933,0.1,1.1162780676405386e-06,1000,380,3,0.005405560786576635,5.434923878055997e-06,1.3450946410497029,12.378311155121732,0.9984041669479471,0.5216967398920705,0.5225306115126318,0.010344964806805312,19.67625810808117,2026-05-10T13:57:26Z,simulation-time trapezoid,11,5.384892111570201e-06,0.005405560786576635,0.005400175894465065,1,1000
normalized_radius,shell_sum_energy,count
0.01757984388448,2.4548679347646276e+16,236
0.017637388381646878,1.7680193445580994e+16,272
0.017694932878813754,8430196077678862.0,200
0.017752477375980624,2.7966005901594164e+16,296
0.0178100218731475,1.3390707135918508e+16,200
0.01786756637031437,1.0306493762083864e+16,240
0.017925110867481248,2.7827557870348108e+16,264
0.017982655364648124,1.6480872856765844e+16,256
0.018040199861814994,7094302981160645.0,204
0.01809774435898187,3.3196900674247084e+16,296
0.01815528885614874,9179588891631516.0,208
0.018212833353315618,1.5480057314970788e+16,296
0.018270377850482494,2.533131838407769e+16,232
0.018327922347649364,9161782011623238.0,232
0.01838546684481624,1.875278421119861e+16,228
0.01844301134198311,2.3387078720420948e+16,292
0.018500555839149987,8799284420540382.0,216
0.018558100336316864,2.4039191150575476e+16,292
0.018615644833483734,1.7677624159342538e+16,248
0.01867318933065061,9936094152703272.0,228
0.01873073382781748,2.5782118417176704e+16,284
0.018788278324984357,1.404601119781704e+16,264
0.018845822822151234,1.062879961246355e+16,228
0.018903367319318104,2.797006663581725e+16,300
0.01896091181648498,1.5350711365260284e+16,208
0.01901845631365185,9386526382248418.0,276
0.019076000810818727,3.146101678893989e+16,264
0.019133545307985604,1.0958772213755386e+16,292
0.019191089805152474,1.346493512353481e+16,220
0.01924863430231935,2.742645328866403e+16,288
0.01930617879948622,8474769526300848.0,228
0.019363723296653097,1.8720055695128068e+16,308
0.019421267793819974,2.2627982180497096e+16,232
0.019478812290986844,1.147047087029157e+16,288
0.01953635678815372,2.495752304688641e+16,236
0.01959390128532059,1.4129728128718608e+16,308
0.019651445782487467,1.0437366031281712e+16,224
0.019708990279654344,2.826966099042663e+16,340
0.019766534776821214,1.5544528970613956e+16,208
0.01982407927398809,6946112932857207.0,252
0.01988162377115496,2.7239154224785228e+16,300
0.019939168268321837,1.6616708760708638e+16,296
0.019996712765488714,1.0153298725959704e+16,256
0.020054257262655584,3.03288263321806e+16,280
0.02011180175982246,9804642737904106.0,256
0.02016934625698933,1.4884566315803928e+16,316
0.020226890754156207,2.6588807440228276e+16,248
0.020284435251323084,1.133076681036418e+16,268
0.020341979748489954,2.1840924168999132e+16,260
0.02039952424565683,1.7302662803510408e+16,312
0.0204570687428237,1.0353438273894952e+16,224
0.020514613239990577,2.670502025418996e+16,360
0.020572157737157454,1.723108794558239e+16,240
0.020629702234324324,7439734850033574.0,296
0.0206872467314912,2.6743698271366936e+16,268
0.02074479122865807,1.6713127211891008e+16,324
0.020802335725824947,6022670469750206.0,216
0.020859880222991824,3.4450128917088416e+16,332
0.020917424720158694,9891767591876534.0,252
0.02097496921732557,1.0238799672344522e+16,324
0.021032513714492447,3.1200308534052116e+16,272
0.021090058211659317,9007761336961986.0,280
0.021147602708826187,1.9256776254763464e+16,292
0.021205147205993063,2.1867306355848516e+16,308
0.02126269170315994,1.0786814736410322e+16,256
0.02132023620032681,2.2773369987823956e+16,316
0.021377780697493687,1.6643594721707614e+16,280
0.021435325194660564,1.1725321370581542e+16,284
0.021492869691827433,2.568024995825601e+16,300
0.02155041418899431,1.7999965260836184e+16,320
0.021607958686161187,6047886658373788.0,256
0.021665503183328057,2.7873207256071372e+16,336
0.021723047680494927,1.6288685636599244e+16,248
0.021780592177661803,6889119900467527.0,320
0.02183813667482868,3.309140933255178e+16,308
0.02189568117199555,1.058423607658198e+16,292
0.021953225669162427,1.0201021489562642e+16,252
0.022010770166329303,3.0842773297254204e+16,368
0.022068314663496173,1.0888289620619456e+16,268
0.02212585916066305,1.7887303340867756e+16,324
0.022183403657829927,2.1417946289194788e+16,280
0.022240948154996797,1.2021750656407964e+16,320
0.022298492652163666,2.5605849976270828e+16,296
0.022356037149330543,1.7812584236896252e+16,320
0.02241358164649742,6346822820469033.0,280
0.02247112614366429,2.7595309347374096e+16,372
0.022528670640831167,1.5663473509801034e+16,240
0.022586215137998043,7577718748752525.0,324
0.022643759635164913,3.3107477182258856e+16,340
0.02270130413233179,1.0648015215175312e+16,312
0.022758848629498667,7338585485991242.0,252
0.022816393126665536,3.364860911288729e+16,356
0.022873937623832406,1.1135194567847338e+16,280
0.022931482120999283,1.3821019573662582e+16,364
0.02298902661816616,2.4944830976585236e+16,280
0.02304657111533303,1.1123361272261018e+16,316
0.023104115612499906,2.2845121504059172e+16,316
0.023161660109666783,1.7439841651530092e+16,344
0.023219204606833653,1.0767767750903602e+16,256
0.02327674910400053,2.6138060919477856e+16,384
0.023334293601167407,1.6996033090851212e+16,240
0.023391838098334276,7837657357728990.0,360
